0,0,60,8,2,0,1,0,0,0
0.5,4,61,8,2.5,-0.18,-0.915,0,0,0.00495
1,8,62.25,7.91,2.0425,-0.36,-0.93375,0,0.002475,0.0049
1.5,11.955,63.2713,7.73,1.57562,-0.537975,-0.949069,0.0012375,0.004925,0.00485
2,15.82,64.0591,7.46101,1.10109,-0.7119,-0.960886,0.0037,0.00735,0.0048
2.5,19.5505,64.6096,7.10506,0.620648,-0.879773,-0.969144,0.007375,0.00975,0.00475
3,23.103,64.9199,6.66518,0.136075,-1.03964,-0.973799,0.01225,0.012125,0.0047
3.5,26.4356,64.988,6.14536,-0.350824,-1.1896,-0.97482,0.0183125,0.014475,0.00465
4,29.5083,64.8126,5.55056,-0.838234,-1.32787,-0.972188,0.02555,0.0168,0.0046
4.5,32.2836,64.3934,4.88662,-1.32433,-1.45276,-0.965902,0.03395,0.0191,0.00455
5,34.7269,63.7313,4.16024,-1.80728,-1.56271,-0.955969,0.0435,0.021375,0.0045
5.5,36.807,62.8276,3.37888,-2.28526,-1.65632,-0.942415,0.0541875,0.023625,0.00445
6,38.4965,61.685,2.55073,-2.75647,-1.73234,-0.925275,0.066,0.02585,0.0044
6.5,39.7718,60.3068,1.68456,-3.21911,-1.78973,-0.904602,0.078925,0.02805,0.00435
7,40.6141,58.6972,0.789689,-3.67141,-1.82763,-0.880458,0.09295,0.030225,0.0043
7.5,41.0089,56.8615,-0.124128,-4.11164,-1.8454,-0.852923,0.108062,0.032375,0.00425
8,40.9469,54.8057,-1.04683,-4.5381,-1.84261,-0.822085,0.12425,0.0345,0.0042
8.5,40.4235,52.5366,-1.96813,-4.94914,-1.81906,-0.78805,0.1415,0.0366,0.00415
9,39.4394,50.0621,-2.87766,-5.34317,-1.77477,-0.750931,0.1598,0.038675,0.0041
9.5,38.0006,47.3905,-3.76505,-5.71863,-1.71003,-0.710857,0.179137,0.040725,0.00405
10,36.118,44.5312,-4.62006,-6.07406,-1.62531,-0.667968,0.1995,0.04275,0.004
10.5,33.808,41.4941,-5.43272,-6.40805,-1.52136,-0.622412,0.220875,0.04475,0.00395
11,31.0917,38.2901,-6.1934,-6.71925,-1.39912,-0.574352,0.24325,0.046725,0.0039
11.5,27.995,34.9305,-6.89296,-7.00643,-1.25977,-0.523957,0.266612,0.048675,0.00385
12,24.5485,31.4273,-7.52285,-7.26841,-1.10468,-0.471409,0.29095,0.0506,0.0038
12.5,20.7871,27.7931,-8.07519,-7.50411,-0.935417,-0.416896,0.31625,0.0525,0.00375
13,16.7495,24.041,-8.5429,-7.71256,-0.753726,-0.360615,0.3425,0.054375,0.0037
13.5,12.478,20.1847,-8.91976,-7.89287,-0.56151,-0.302771,0.369687,0.056225,0.00365
14,8.01813,16.2383,-9.20051,-8.04425,-0.360816,-0.243575,0.3978,0.05805,0.0036
14.5,3.41787,12.2162,-9.38092,-8.16604,-0.153804,-0.183243,0.426825,0.05985,0.00355
15,-1.27259,8.13317,-9.45782,-8.25766,0.0572664,-0.121998,0.45675,0.061625,0.0035
15.5,-6.0015,4.00434,-9.42919,-8.31866,0.270067,-0.0600651,0.487562,0.063375,0.00345
16,-10.7161,-0.154992,-9.29416,-8.34869,0.482224,0.00232488,0.51925,0.0651,0.0034
16.5,-15.3632,-4.32934,-9.05304,-8.34753,0.691343,0.0649401,0.5518,0.0668,0.00335
17,-19.8897,-8.5031,-8.70737,-8.31506,0.895036,0.127547,0.5852,0.068475,0.0033
17.5,-24.2434,-12.6606,-8.25985,-8.25129,1.09095,0.189909,0.619437,0.070125,0.00325
18,-28.3733,-16.7863,-7.71438,-8.15633,1.2768,0.251794,0.6545,0.07175,0.0032
18.5,-32.2305,-20.8644,-7.07598,-8.03043,1.45037,0.312967,0.690375,0.07335,0.00315
19,-35.7685,-24.8797,-6.35079,-7.87395,1.60958,0.373195,0.72705,0.074925,0.0031
19.5,-38.9439,-28.8166,-5.546,-7.68735,1.75247,0.432249,0.764512,0.076475,0.00305
20,-41.7169,-32.6603,-4.66976,-7.47123,1.87726,0.489905,0.80275,0.078,0.003
20.5,-44.0518,-36.3959,-3.73114,-7.22628,1.98233,0.545939,0.84175,0.0795,0.00295
21,-45.9173,-40.0091,-2.73997,-6.95331,2.06628,0.600136,0.8815,0.080975,0.0029
21.5,-47.2873,-43.4857,-1.70683,-6.65324,2.12793,0.652286,0.921987,0.082425,0.00285
22,-48.1407,-46.8123,-0.642866,-6.3271,2.16633,0.702185,0.9632,0.08385,0.0028
22.5,-48.4622,-49.9759,0.4403,-5.976,2.1808,0.749638,1.00512,0.08525,0.00275
23,-48.242,-52.9639,1.5307,-5.60118,2.17089,0.794458,1.04775,0.086625,0.0027
23.5,-47.4767,-55.7645,2.61614,-5.20396,2.13645,0.836467,1.09106,0.087975,0.00265
24,-46.1686,-58.3665,3.68437,-4.78572,2.07759,0.875497,1.13505,0.0893,0.0026
24.5,-44.3264,-60.7593,4.72316,-4.34797,1.99469,0.91139,1.1797,0.0906,0.00255
25,-41.9648,-62.9333,5.72051,-3.89228,1.88842,0.944,1.225,0.091875,0.0025
25.5,-39.1046,-64.8794,6.66472,-3.42028,1.75971,0.973192,1.27094,0.093125,0.00245
26,-35.7722,-66.5896,7.54457,-2.93368,1.60975,0.998844,1.3175,0.09435,0.0024
26.5,-31.9999,-68.0564,8.34944,-2.43426,1.44,1.02085,1.36468,0.09555,0.00235
27,-27.8252,-69.2736,9.06944,-1.92384,1.25213,1.0391,1.41245,0.096725,0.0023
27.5,-23.2905,-70.2355,9.69551,-1.40429,1.04807,1.05353,1.46081,0.097875,0.00225
28,-18.4427,-70.9376,10.2195,-0.87752,0.829923,1.06406,1.50975,0.099,0.0022
28.5,-13.333,-71.3764,10.6345,-0.345488,0.599983,1.07065,1.55925,0.1001,0.00215
29,-8.01571,-71.5491,10.9345,0.189835,0.360707,1.07324,1.6093,0.101175,0.0021
29.5,-2.54846,-71.4542,11.1149,0.726453,0.114681,1.07181,1.65989,0.102225,0.00205
30,3.00896,-71.091,11.1722,1.26236,-0.135403,1.06636,1.711,0.10325,0.002
30.5,8.59506,-70.4598,11.1045,1.79554,-0.386778,1.0569,1.76263,0.10425,0.00195
31,14.1473,-69.562,10.9111,2.32399,-0.636629,1.04343,1.81475,0.105225,0.0019
31.5,19.6029,-68.4,10.5928,2.84571,-0.882129,1.026,1.86736,0.106175,0.00185
32,24.8993,-66.9772,10.1517,3.35871,-1.12047,1.00466,1.92045,0.1071,0.0018
32.5,29.9751,-65.2978,9.59149,3.86103,-1.34888,0.979467,1.974,0.108,0.00175
