0,0,60,8,2,0,1,0,0,0
0.25,2,60.5,8,2.25,-0.045,-0.45375,0,0,0.004975
0.5,4,61.0625,7.98875,2.13656,-0.09,-0.457969,0,0.00124375,0.00495
0.75,5.99719,61.5966,7.96625,2.02207,-0.134937,-0.461975,0.000310937,0.00248125,0.004925
1,7.98875,62.1022,7.93252,1.90658,-0.179747,-0.465766,0.00093125,0.0037125,0.0049
1.25,9.97188,62.5788,7.88758,1.79014,-0.224367,-0.469341,0.00185938,0.0049375,0.004875
1.5,11.9438,63.0263,7.83149,1.6728,-0.268735,-0.472697,0.00309375,0.00615625,0.00485
1.75,13.9016,63.4445,7.7643,1.55463,-0.312787,-0.475834,0.00463281,0.00736875,0.004825
2,15.8427,63.8332,7.68611,1.43567,-0.356461,-0.478749,0.006475,0.008575,0.0048
2.25,17.7642,64.1921,7.59699,1.31598,-0.399696,-0.481441,0.00861875,0.009775,0.004775
2.5,19.6635,64.5211,7.49707,1.19562,-0.442429,-0.483908,0.0110625,0.0109687,0.00475
2.75,21.5378,64.82,7.38646,1.07464,-0.4846,-0.48615,0.0138047,0.0121562,0.004725
3,23.3844,65.0887,7.26531,0.953105,-0.526148,-0.488165,0.0168437,0.0133375,0.0047
3.25,25.2007,65.3269,7.13377,0.831064,-0.567016,-0.489952,0.0201781,0.0145125,0.004675
3.5,26.9841,65.5347,6.99202,0.708576,-0.607143,-0.49151,0.0238062,0.0156812,0.00465
3.75,28.7322,65.7119,6.84023,0.585698,-0.646473,-0.492839,0.0277266,0.0168437,0.004625
4,30.4422,65.8583,6.67862,0.462488,-0.68495,-0.493937,0.0319375,0.018,0.0046
4.25,32.1119,65.9739,6.50738,0.339004,-0.722517,-0.494804,0.0364375,0.01915,0.004575
4.5,33.7387,66.0586,6.32675,0.215303,-0.759121,-0.49544,0.041225,0.0202937,0.00455
4.75,35.3204,66.1125,6.13697,0.0914431,-0.794709,-0.495844,0.0462984,0.0214312,0.004525
5,36.8546,66.1353,5.93829,-0.0325178,-0.829229,-0.496015,0.0516562,0.0225625,0.0045
5.25,38.3392,66.1272,5.73098,-0.156521,-0.862632,-0.495954,0.0572969,0.0236875,0.004475
5.5,39.772,66.0881,5.51533,-0.28051,-0.894869,-0.495661,0.0632188,0.0248062,0.00445
5.75,41.1508,66.0179,5.29161,-0.404425,-0.925893,-0.495135,0.0694203,0.0259187,0.004425
6,42.4737,65.9168,5.06014,-0.528209,-0.955658,-0.494376,0.0759,0.027025,0.0044
6.25,43.7387,65.7848,4.82122,-0.651803,-0.984121,-0.493386,0.0826562,0.028125,0.004375
6.5,44.944,65.6218,4.57519,-0.775149,-1.01124,-0.492164,0.0896875,0.0292187,0.00435
6.75,46.0878,65.428,4.32238,-0.89819,-1.03698,-0.49071,0.0969922,0.0303062,0.004325
7,47.1684,65.2035,4.06314,-1.02087,-1.06129,-0.489026,0.104569,0.0313875,0.0043
7.25,48.1842,64.9483,3.79781,-1.14312,-1.08414,-0.487112,0.112416,0.0324625,0.004275
7.5,49.1337,64.6625,3.52678,-1.2649,-1.10551,-0.484969,0.120531,0.0335312,0.00425
7.75,50.0154,64.3463,3.2504,-1.38614,-1.12535,-0.482597,0.128914,0.0345937,0.004225
8,50.828,63.9997,2.96907,-1.50679,-1.14363,-0.479998,0.137562,0.03565,0.0042
8.25,51.5702,63.623,2.68316,-1.62679,-1.16033,-0.477173,0.146475,0.0367,0.004175
8.5,52.241,63.2163,2.39308,-1.74609,-1.17542,-0.474123,0.15565,0.0377437,0.00415
8.75,52.8393,62.7798,2.09922,-1.86462,-1.18888,-0.470849,0.165086,0.0387812,0.004125
9,53.3641,62.3137,1.802,-1.98233,-1.20069,-0.467352,0.174781,0.0398125,0.0041
9.25,53.8146,61.8181,1.50183,-2.09917,-1.21083,-0.463636,0.184734,0.0408375,0.004075
9.5,54.1901,61.2933,1.19912,-2.21508,-1.21928,-0.4597,0.194944,0.0418562,0.00405
9.75,54.4898,60.7395,0.8943,-2.33,-1.22602,-0.455546,0.205408,0.0428687,0.004025
10,54.7134,60.157,0.587794,-2.44389,-1.23105,-0.451178,0.216125,0.043875,0.004
10.25,54.8604,59.546,0.280032,-2.55668,-1.23436,-0.446595,0.227094,0.044875,0.003975
10.5,54.9304,58.9069,-0.028558,-2.66833,-1.23593,-0.441802,0.238312,0.0458687,0.00395
10.75,54.9232,58.2398,-0.337541,-2.77878,-1.23577,-0.436798,0.24978,0.0468562,0.003925
11,54.8388,57.5451,-0.646484,-2.88798,-1.23387,-0.431588,0.261494,0.0478375,0.0039
11.25,54.6772,56.8231,-0.954953,-2.99588,-1.23024,-0.426173,0.273453,0.0488125,0.003875
11.5,54.4385,56.0741,-1.26251,-3.10242,-1.22487,-0.420556,0.285656,0.0497812,0.00385
11.75,54.1228,55.2985,-1.56873,-3.20756,-1.21776,-0.414739,0.298102,0.0507437,0.003825
12,53.7307,54.4966,-1.87317,-3.31124,-1.20894,-0.408725,0.310787,0.0517,0.0038
12.25,53.2624,53.6688,-2.1754,-3.41343,-1.1984,-0.402516,0.323712,0.05265,0.003775
12.5,52.7185,52.8155,-2.47501,-3.51406,-1.18617,-0.396116,0.336875,0.0535937,0.00375
12.75,52.0998,51.937,-2.77155,-3.61308,-1.17225,-0.389527,0.350273,0.0545312,0.003725
13,51.4069,51.0337,-3.06461,-3.71047,-1.15665,-0.382753,0.363906,0.0554625,0.0037
13.25,50.6407,50.1061,-3.35377,-3.80615,-1.13942,-0.375795,0.377772,0.0563875,0.003675
